商家名称,服务类目,主营范围,详细地址,服务区域,联系方式,品牌故事,图片地址
花点时间花艺（华侨城店）,鲜花,,南山区文昌街华侨城创意园109室,深圳市,0755-82777310,,https://p0.meituan.net/440.0/dpmerchantalbum/b5e36ac575e0507f66385e04c2e9f2b31936720.jpg
玫瑰誓言Rose vows（侨城东路店）,鲜花,,南山区侨城东路99号华里酒店旁边,深圳市,400-921-9592,,https://p0.meituan.net/440.0/ugcpic/9604b9c54ed7cae610b39a34b36dce41801628.png
檀薇初品鲜花（香山店）,鲜花,,南山区华侨城香山东街口,深圳市,13244856994,,https://p1.meituan.net/440.0/deal/66ec70da81ca1097ab4db24b4eaf978d372758.jpg
奇花异草鲜花店（华侨城店）,鲜花,,南山区香山西街首地容御（世界之窗，欢乐谷）,深圳市,18665889660/13316922175,,https://p1.meituan.net/440.0/dpmerchantalbum/578036ca5a94d5267a4a91d6e1a845a92989739.jpg
丽石鲜花（锦绣街店）,鲜花,,南山区锦绣街15号附近,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
澜馨花语（波托菲诺店）,鲜花,,南山区华侨城波托菲诺小区商业街052号,深圳市,22900658/18824610269,,https://p0.meituan.net/440.0/deal/441249f33cca0339a80868d5a81e7ce6260816.jpg
亦心花艺（华侨城店）,鲜花,,南山区华侨城创意文化园南区恩平街e2栋1F,深圳市,400-965-9520,,https://p0.meituan.net/440.0/poi/e6fbdba1857c3e74c9d797968ac6f0da79872.jpg
兰景丽园鲜花,鲜花,,南山区前海路大新浅海商业中心101-102铺,深圳市,400-043-0370,,https://p0.meituan.net/440.0/dpdeal/d4dfe40555075bca5e39cfdead2c2e3f137734.jpg
爱丽丝花坊（宝贝儿花店）,鲜花,,南山区华侨城文化创意园D2栋底层商铺,深圳市,18923481498,,https://p1.meituan.net/440.0/dpmerchantalbum/45c1d4d1586dbf74a4e4ae8379b7f98e394469.jpg
乱花篱鲜花店（华侨城店）,鲜花,,南山区香山中街1-10号,深圳市,18566237925,,https://p1.meituan.net/440.0/dpmerchantalbum/7cf3a776c114a310b51028ec7d5c79811542924.jpg
JulyFlower七月花艺花店,鲜花,,南山区香山西街18号首地容御2栋商业1层e号,深圳市,13246744625,,https://p0.meituan.net/440.0/merchantpic/f4386b14d53f15f22e714bf8c0d5dfad208407.jpg
兰亭 Flower（华侨城店）,鲜花,,南山区香山西街10号,深圳市,13631517883,,https://p0.meituan.net/440.0/dpmerchantalbum/58ee32516bc5d77c7e9b7b98118582b2222630.jpg
贝特猫鲜花店（华侨城店）,鲜花,,南山区锦绣北街华侨城文化创意园东部工业区E6栋,深圳市,400-168-1957,,https://p1.meituan.net/440.0/dpdeal/146b679d5f2fee49a3ffa98b297fceb856385.jpg
玫瑰花匠（华侨城店）,鲜花,,南山区兴隆西街华侨城中旅广场内,深圳市,18819429698,,https://p0.meituan.net/440.0/dpmerchantalbum/410e3638bd537e30d1c9734a7add01dc748833.jpg
天马座花艺（华侨城店）,鲜花,,南山区兴隆街1号,深圳市,4008658182,,https://p1.meituan.net/440.0/deal/9114c404cece9f705327f58c810a3cf197261.jpg
丽石鲜花（711店）,鲜花,,南山区侨城东街53号,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
丽石鲜花（桥北店）,鲜花,,南山区侨北三街,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
丽石鲜花（侨城店）,鲜花,,南山区侨城东街3号,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
花拉拉鲜花坊（蛇口店）,鲜花,,南山区蛇口南水村71栋-3号门面,深圳市,15817369151/15220228197,,https://p0.meituan.net/440.0/mogu/2904d09ba9a56b1d6c0279e61c0dfa1f148836.jpg
春暖花开鲜花店（蛇口店）,鲜花,,南山区后海大道湾厦旧村一巷26栋,深圳市,13922899547,,https://p0.meituan.net/440.0/dpmerchantalbum/e77941dcf31f5ffa4240cee0e6933343117754.jpg
鲜花·花语轩（简爱鲜花）,鲜花,,南山区工业七路临园大厦9号,深圳市,18118760385,,https://p0.meituan.net/440.0/deal/02efed275fc075872865eb1ff4e2b7a3106608.jpg
情语鲜花（蛇口店）,鲜花,,南山区蛇口工业区招商路招北商铺1楼146号,深圳市,17722682703,,https://p1.meituan.net/440.0/dpmerchantalbum/38e85b1cfc6e886aebd0bfe0712eea7d544866.jpg
雅馨鲜花坊（蛇口店）,鲜花,,南山区工业七路109号,深圳市,18575560938,,https://p1.meituan.net/440.0/dpmerchantalbum/226264acfb08fbff1e145fece870f51c507871.jpg
爱花居,鲜花,,南山区海昌街41号（近海上世界）,深圳市,17620499961,,https://p0.meituan.net/440.0/dpmerchantalbum/9e2260b74d6f2bf0b7d21dfbc45c84b3355772.jpg
花之语鲜花（蛇口店）,鲜花,,南山区湾厦旧村一巷26号,深圳市,18927434412,,https://p0.meituan.net/440.0/dpmerchantalbum/85e2c9f0b7dc9cf06c56cf561d3ea610392689.jpg
馨雅鲜花（南山店）,鲜花,,南山区工业七路22号,深圳市,15323725317,,https://p1.meituan.net/440.0/dpmerchantalbum/d03344e8c473b8b6059e85c5c533ab0e4250956.png
顺心忆鲜花店,鲜花,,南山区南海大道1055号,深圳市,0755-26582228/13316858991,,https://p0.meituan.net/440.0/merchantpic/17e33e2e1422c4c9fe2c6752265211f2731606.jpg
J·R flowers,鲜花,,南山区南海大道1052号海翔广场一楼大堂,深圳市,18565808000,,https://p1.meituan.net/440.0/deal/__49532727__7697721.jpg
静室兰香,鲜花,,南山区渔村路后海鼎元宏易中心（湾夏村泰福苑东帝海景花园）,深圳市,18718525986/18244918118,,https://p0.meituan.net/440.0/dpmerchantalbum/4856207c5565cb1986992f187299e564175581.jpg
花梦谷鲜花（蛇口店）,鲜花,,南山区水湾路32号南水村西门旁,深圳市,13544131960,,https://p1.meituan.net/440.0/merchantpic/40820227e478b82e32937c923b88fbed65858.jpg
朵恋鲜花（蛇口店）,鲜花,,南山区西水湾路蛇口南水村116号楼,深圳市,15323825050,,https://p1.meituan.net/440.0/deal/__49532727__7697721.jpg
遇见花店（水湾店）,鲜花,,南山区水湾路55号招商大厦11楼,深圳市,13798513847,,https://p1.meituan.net/440.0/dpmerchantalbum/6528f4904241eba0972e08c76b233e35125161.jpg
天马座花艺（海上世界店）,鲜花,,南山区蛇口太子路59号,深圳市,400-865-8182,,https://p1.meituan.net/440.0/deal/9114c404cece9f705327f58c810a3cf197261.jpg
angel花艺（15店）,鲜花,,南山区南海大道1018号,深圳市,13922173302/13570233561,,https://p1.meituan.net/440.0/poi/b680752925090d7a1a2d0b2e20a0d95279872.jpg
桃夭花艺（蛇口店）,鲜花,,南山区蛇口新街166号滨海苑4栋,深圳市,400-056-5113/13560762578,,https://p0.meituan.net/440.0/dpdeal/9101a41b444b7cbf30a1fe9baec6427f535181.jpg
檀薇初品鲜花（南海大道店）,鲜花,,南山区南海大道242号,深圳市,18566771060/13686441206,,https://p0.meituan.net/440.0/deal/affa4bdf4393a2ac3c81ee8c2201d78c42613.jpg
香满园鲜花连锁店（原野婚庆花艺）,鲜花,,南山区工业七路,深圳市,4008705670,,https://p1.meituan.net/440.0/dpdeal/f015a250a7ed5c70b7cec12051c08c1673905.jpg
兰亭 Flower（蛇口店）,鲜花,,,深圳市,13631517883,,https://p0.meituan.net/440.0/dpmerchantalbum/58ee32516bc5d77c7e9b7b98118582b2222630.jpg
花点时间花艺（来福士店）,鲜花,,,深圳市,0755-82777310,,https://p0.meituan.net/440.0/dpmerchantalbum/b5e36ac575e0507f66385e04c2e9f2b31936720.jpg
珍爱鲜花连锁（南海大道店）,鲜花,,,深圳市,400-623-1316,,https://p0.meituan.net/440.0/deal/__45019703__1958019.jpg
禾籽花艺,鲜花,,,深圳市,13825281247,,https://p0.meituan.net/440.0/merchantpic/77e4a776a96d0f9e79b4fbc70eaa67b71153549.jpg
千叶花坊,鲜花,,,深圳市,0755-86538816/18026955001,,https://p0.meituan.net/440.0/dpmerchantalbum/04621f0f0f05918123f67ab437c76c59261503.jpg
意浓浓鲜花店,鲜花,,,深圳市,13923811277/17722687859,,https://p0.meituan.net/440.0/deal/e930a570d234bd18a4b4839b6d88415f245516.jpg
心雨鲜花（南山店）,鲜花,,,深圳市,18318817516,,https://p0.meituan.net/440.0/merchantpic/1bfcf373dfc2e55bf84892f8e3631b9d206321.jpg
名蔚园林鲜花行,鲜花,,,深圳市,0755-26984448/13826533619,,https://p1.meituan.net/440.0/deal/56796045bb04d98a65e27acc42bfb27a292403.jpg
乱花篱鲜花店（泰诚服装批发城店）,鲜花,,,深圳市,18566237925,,https://p1.meituan.net/440.0/dpmerchantalbum/7cf3a776c114a310b51028ec7d5c79811542924.jpg
亦心花艺（南油店）,鲜花,,,深圳市,400-965-9520,,https://p1.meituan.net/440.0/deal/47c4a3a559cb7abaa904f16dc52e9e9e198934.jpg
玫瑰花香（名蔚园林鲜花）,鲜花,,,深圳市,13826533619,,https://p1.meituan.net/440.0/deal/eb11eb4ea3208e61efcafdc0fe877dee476558.jpg
倾心FLORA（南山店）,鲜花,,,深圳市,18565722028,,https://p1.meituan.net/440.0/dpmerchantalbum/002c06577a5fa08b887f00a4971ef8e0174102.jpg
贝特猫鲜花店（南海大道店）,鲜花,,,深圳市,400-168-1957,,https://p0.meituan.net/440.0/dpdeal/1a4aa5312a372656e9cf404fbb5da98097031.jpg
天马座花艺（南油店）,鲜花,,,深圳市,4008658182,,https://p1.meituan.net/440.0/deal/9114c404cece9f705327f58c810a3cf197261.jpg
花拉拉鲜花坊（科技园店）,鲜花,,,深圳市,15817369151/15220228197,,https://p1.meituan.net/440.0/mogu/aa2d0f7034b95bb9131f1e77cc4e910f77650.jpg
花使鲜花（南山店）,鲜花,,,深圳市,18165766631,,https://p1.meituan.net/440.0/dpmerchantalbum/288dc8bd32899234f3450c59ae4e2736459695.jpg
爱洛斯花艺（科技园店）,鲜花,,,深圳市,13631552103,,https://p0.meituan.net/440.0/mogu/913f9dce7bc46fce34a74420b5a92c86170136.jpg
花点时间花艺（科技园第十分店）,鲜花,,,深圳市,0755-82777310,,https://p0.meituan.net/440.0/dpmerchantalbum/b5e36ac575e0507f66385e04c2e9f2b31936720.jpg
爱尚礼鲜花（科技园店）,鲜花,,,深圳市,0755-82918100,,https://p1.meituan.net/440.0/dpmerchantalbum/6d83038fc6c42e42a57a59a3aed43daf2698810.jpg
逸琪鲜花（深大店）,鲜花,,,深圳市,0755-82735094/15706852441,,https://p0.meituan.net/440.0/dpmerchantalbum/3125e76e6ad18bf8c11fa925355fefd3510535.jpg
遇见花店（讯美店）,鲜花,,,深圳市,0755-23894129/13798513847,,https://p1.meituan.net/440.0/dpmerchantalbum/6528f4904241eba0972e08c76b233e35125161.jpg
我的后花园（科华路店）,鲜花,,,深圳市,15875500103,,https://p1.meituan.net/440.0/deal/__49532727__7697721.jpg
鲜花高端工作室（南山1店）,鲜花,,,深圳市,13620920456,,https://p1.meituan.net/440.0/dpmerchantalbum/8f9cc4c78e959a8b82f8c4faf71363a64048947.jpg
花之都鲜花坊（南山店）,鲜花,,,深圳市,13510521346,,https://p1.meituan.net/440.0/merchantpic/801af29bc505fec541a2aca6617e1ff9450350.jpg
幽香阁花艺（南山店）,鲜花,,,深圳市,17603059047,,https://p0.meituan.net/440.0/dpmerchantalbum/12cb331de15dddbb644e885f3f0ddb93107946.jpg
花点时间花艺（科技园店）,鲜花,,,深圳市,0755-82777310,,https://p0.meituan.net/440.0/dpmerchantalbum/b5e36ac575e0507f66385e04c2e9f2b31936720.jpg
温馨花艺鲜花店（南山店）,鲜花,,,深圳市,13530386099,,https://p1.meituan.net/440.0/mogu/2ce31e4fe001e7dcf7a1777c30e08b98147158.jpg
花点心思花艺（创维大厦店）,鲜花,,,深圳市,0755-88605075,,https://p0.meituan.net/440.0/dpmerchantalbum/d6fd493d5371008fc3a3aa753e13d92385331.jpg
天上人间花店（南山店）,鲜花,,,深圳市,0755-83402832/13684989801,,https://p0.meituan.net/440.0/merchantpic/3c3bae7a9e0fed2ddfb788e52636d1ac370376.jpg
甜蜜蜜鲜花店（南山店）,鲜花,,,深圳市,13798336383,,https://p0.meituan.net/440.0/mogu/2d04b74c31e74a808b948b92ccde2e0e291434.jpg
Flower Forever菲洛拉花店（讯美科技广场店）,鲜花,,,深圳市,18503023166,,https://p0.meituan.net/440.0/dpmerchantalbum/1ba5cad03ecccb7a4182a7abaeb8432f114412.jpg
花点心思花艺（金科大厦店）,鲜花,,,深圳市,0755-88605075,,https://p0.meituan.net/440.0/dpmerchantalbum/d6fd493d5371008fc3a3aa753e13d92385331.jpg
开业花篮鲜花店（南山店）,鲜花,,,深圳市,13510627800,,https://p1.meituan.net/440.0/dpmerchantalbum/452581bbae864c3b9cb59f49facb6b89128221.jpg
天马座花艺（科技园店）,鲜花,,,深圳市,400-865-8182,,https://p1.meituan.net/440.0/deal/9114c404cece9f705327f58c810a3cf197261.jpg
兰亭   Flower（科技园店）,鲜花,,,深圳市,13631517883,,https://p0.meituan.net/440.0/merchantpic/aba2151fb84798b6c8aacb638d9daad0207847.jpg
贝特猫鲜花店（万兴街店）,鲜花,,,深圳市,400-168-1957,,https://p0.meituan.net/440.0/dpdeal/a73fd526f1cc016283fddcf7ff78cfcb125584.jpg
丽石鲜花（虹步店）,鲜花,,,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
倾心FLORA（万象店）,鲜花,,,深圳市,18565722028,,https://p0.meituan.net/440.0/merchantpic/0917ceb023efbece8bfea7afddf5da30522544.jpg
Flowers匠（科技园店）,鲜花,,,深圳市,18688935445,,https://p1.meituan.net/440.0/dpmerchantalbum/b78346c221e0652b92b28aad35111bc33154598.jpg
益辉鲜花坊（科技园店）,鲜花,,,深圳市,19807554871,,https://p0.meituan.net/440.0/dpmerchantalbum/a0a653f71caafa569f48efef06b441225657127.jpg
花悦flower（南山店）,鲜花,,,深圳市,15818669479,,https://p0.meituan.net/440.0/merchantpic/e730326d41887cad6894f1a39c98f62c938564.jpg
择日花开,鲜花,,,深圳市,13480627381,,https://p1.meituan.net/440.0/dpmerchantalbum/01fe4e51c0dc6227bc26792b2423ba0d178079.jpg
悦喜庆花篮鲜花品牌（科技园店）,鲜花,,,深圳市,18923447979,,https://p1.meituan.net/440.0/dpmerchantalbum/76b06d3f291da0bc8a3dc191cccf064a86667.jpg
尤加鲜花坊（科技园店）,鲜花,,,深圳市,18687018849,,https://p1.meituan.net/440.0/dpmerchantalbum/dcaefaa6d00881307203df6eeb0addb3446459.jpg
宜鹿花艺生活馆（科技园店）,鲜花,,,深圳市,13622334450,,https://p1.meituan.net/440.0/deal/__49532727__7697721.jpg
兰景丽园鲜花（深大店）,鲜花,,,深圳市,400-043-0370,,https://p0.meituan.net/440.0/poi/ae6b21adc643206b6de1e85520fc06a779872.jpg
花冠鲜花（海德二道店）,鲜花,,,深圳市,13926505717,,https://p1.meituan.net/440.0/dpmerchantalbum/f5efc6142c46f972537637e36d33187f320947.jpg
半川花艺,鲜花,,,深圳市,13924607792,,https://p1.meituan.net/440.0/merchantpic/821edd025a709187b49cb646ad1b886689742.jpg
白色风车鲜花店（科技园店）,鲜花,,,深圳市,18688717225,,https://p0.meituan.net/440.0/dpmerchantalbum/2508b9f546af759ad2117da5269b39f038913.jpg
玫瑰花匠（万象天地店）,鲜花,,,深圳市,18819429698,,https://p0.meituan.net/440.0/dpmerchantalbum/410e3638bd537e30d1c9734a7add01dc748833.jpg
澜馨花语（创维店）,鲜花,,,深圳市,0755-22900658/18824610269,,https://p0.meituan.net/440.0/deal/0f730139708406b7fb54ba6088da8bdf203065.jpg
檀薇初品鲜花（兰光店）,鲜花,,,深圳市,18566771060/13686441206,,https://p0.meituan.net/440.0/deal/cd2b04f9f7bfa06bae8374c3e4ce9a6e100662.jpg
一束缘鲜花（南山店）,鲜花,,,深圳市,13544009503/18038111927,,https://p1.meituan.net/440.0/deal/251967a511f98d7c53f61b3cfe5a858473163.jpg
望漠生花花艺工作室,鲜花,,,深圳市,13421823502,,https://p0.meituan.net/440.0/dpdeal/b9c71e03d7c9dd1bc7b09c4d59a4538b143330.jpg
小清新花艺（科技园科发路店）,鲜花,,,深圳市,15002080165,,https://p0.meituan.net/440.0/dpdeal/e2932e69254307901b8d3251c0961421537876.png
思丽卡花艺（科技园店）,鲜花,,,深圳市,0755-25326149/13632794653,,https://p1.meituan.net/440.0/deal/93f3c2cd89d15f5397aa8e15ad6b967e91595.jpg
爱之裳鲜花（科技园店??）,鲜花,,,深圳市,400-969-1299,,https://p1.meituan.net/440.0/dpdeal/303c32980dc7b8202f8e22681b5881ef296861.jpg
七里香鲜花连锁机构（南山店）,鲜花,,,深圳市,13691706701,,https://p1.meituan.net/440.0/dpmerchantalbum/27133e26756446ab3d029d993554dacc171707.jpg
不二花艺工作室（南山店）,鲜花,,,深圳市,18566237925,,https://p0.meituan.net/440.0/dpmerchantalbum/8cccb26277d89314be45af4bf0129f12117957.jpg
缘情花店,鲜花,,,深圳市,0755-86235989,,https://p1.meituan.net/440.0/deal/47c1734a75e4e204caa17aa328b1dcc8452059.jpg
深圳网络花店（南山店）,鲜花,,,深圳市,18806666499,,https://p0.meituan.net/440.0/dpmerchantalbum/c781161a1e7b110444bc47cda27f9ba6146502.jpg
亦心花艺（南山科技园店）,鲜花,,,深圳市,400-965-9520,,https://p1.meituan.net/440.0/mogu/fd03ab25ad604d8ed7ee90ef92ec1e93102343.jpg
缇香花店,鲜花,,,深圳市,26615028/13926585759,,https://p1.meituan.net/440.0/poi/5db15692534b0edf91a26e94de4f5c7853248.jpg
桃夭花艺（科技园店）,鲜花,,,深圳市,400-056-5113/13560762578,,https://p0.meituan.net/440.0/shopmainpic/db8f3394bd81828507bd2785128f89e6323397.jpg
花之缘鲜花（南山店）,鲜花,,,深圳市,13798336383,,https://p1.meituan.net/440.0/mogu/919e33a93b8128fd0b0ad620819d9de360639.jpg
玫瑰缘花店（南山店）,鲜花,,,深圳市,13318758859,,https://p0.meituan.net/440.0/dpmerchantalbum/184497cc47f8fa649e1b5f7c342d19ce264477.jpg
意合花艺（高新南一道店）,鲜花,,,深圳市,18925226858,,https://p1.meituan.net/440.0/dpdeal/d2bc7390b76eda8e06688902744881a931023.jpg
丽石鲜花（朗山店）,鲜花,,,深圳市,400-690-7520/18676377558,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
丽石鲜花（琼宇路店）,鲜花,,,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
贝特猫鲜花店（科苑中三路店）,鲜花,,,深圳市,400-168-1957,,https://p0.meituan.net/440.0/dpdeal/999d7108dc3fe8a1f4137c8ccd21d49b77931.jpg
兰景丽园鲜花（乐尚联想店）,鲜花,,,深圳市,4000430370,,https://p0.meituan.net/440.0/poi/ae6b21adc643206b6de1e85520fc06a779872.jpg
贝特猫鲜花店（科技园店）,鲜花,,,深圳市,400-168-1957,,https://p1.meituan.net/440.0/dpdeal/964e36bf4bdd6ce4e4408d564981cd6a100196.jpg
丽石鲜花,鲜花,,,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
澜馨花语（腾讯店）,鲜花,,,深圳市,0755-22900658,,https://p1.meituan.net/440.0/deal/142168f1436738092146cabe8614ec68220174.jpg
丽石鲜花（科发店）,鲜花,,,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
檀薇初品鲜花（高新店）,鲜花,,,深圳市,13686441206,,https://p0.meituan.net/440.0/deal/cd2b04f9f7bfa06bae8374c3e4ce9a6e100662.jpg
花冠鲜花（大冲店）,鲜花,,,深圳市,13902476737,,https://p1.meituan.net/440.0/dpdeal/911d396ac473c57cab4dd172d4aaf1b888070.jpg
花冠鲜花（科技园店）,鲜花,,,深圳市,13926505717,,https://p1.meituan.net/440.0/dpmerchantalbum/f5efc6142c46f972537637e36d33187f320947.jpg
檀薇初品鲜花（科技园店）,鲜花,,,深圳市,18566771060/13686441206,,https://p0.meituan.net/440.0/deal/4fb8eca9669d0e336a5aea385627237e296810.jpg
今喜花屿·洋洋花艺,鲜花,,,深圳市,13164768943,,https://p0.meituan.net/440.0/deal/088b3750c11a96ce1a3c7c7d6b4d9027242485.jpg
爱尚礼鲜花（桃源村店）,鲜花,,,深圳市,0755-82918100,,https://p1.meituan.net/440.0/dpmerchantalbum/b15602d35143dff21b3a72d435843dbe2563605.jpg
爱之裳鲜花速递（爱美丽花店）,鲜花,,,深圳市,13760208077,,https://p1.meituan.net/440.0/dpmerchantalbum/6bdee53146f97c30e6370c33b5c0f87b767692.jpg
白色风车鲜花店（留仙洞店）,鲜花,,,深圳市,18688717225,,https://p0.meituan.net/440.0/dpmerchantalbum/2508b9f546af759ad2117da5269b39f038913.jpg
尤加鲜花坊（南山店）,鲜花,,,深圳市,18687510312,,https://p1.meituan.net/440.0/dpmerchantalbum/51a8c4952eac3a5a39aeeab5852aa5d3108517.jpg
花语花意Flower（西丽店）,鲜花,,,深圳市,18028595368,,https://p1.meituan.net/440.0/deal/__49532727__7697721.jpg
先花店（南山区分店）,鲜花,,,深圳市,13760208077,,https://p0.meituan.net/440.0/dpmerchantalbum/2fd276ee667f057f3f72dac510fad5c159259.png
爱尚礼鲜花（西丽店）,鲜花,,,深圳市,0755-82918100,,https://p1.meituan.net/440.0/dpmerchantalbum/f84231ab814b3f92476e99746c07571e3837274.jpg
子衿花艺工作室,鲜花,,,深圳市,0755-86153758/13510433515,,https://p1.meituan.net/440.0/dpmerchantalbum/b1e2fa2ad220f687c619576735bfb51759478.jpg
花悦攻略,鲜花,,,深圳市,15914140686,,https://p1.meituan.net/440.0/dpmerchantalbum/2b9b0910e32e19b9cba8051beca4c805144455.png
情语鲜花（西丽店）,鲜花,,,深圳市,17722682703,,https://p1.meituan.net/440.0/dpmerchantalbum/38e85b1cfc6e886aebd0bfe0712eea7d544866.jpg
花晗flower（南山店）,鲜花,,,深圳市,18823862732,,https://p0.meituan.net/440.0/dpmerchantalbum/49a17ad010814497dfbb22a7af1df6a2201881.jpg
玫瑰之约（无忧花海）,鲜花,,,深圳市,13148829231,,https://p0.meituan.net/440.0/deal/6f98a8921568c0e4bf81523b839030e8355932.jpg
谜谷鲜花（南山店）,鲜花,,,深圳市,400-018-5123,,https://p1.meituan.net/440.0/dpmerchantalbum/f9e600173613bf868e81a2fbd3d9920f429726.jpg
玫瑰誓言Rose vows（天虹商场店）,鲜花,,,深圳市,400-921-9592,,https://p0.meituan.net/440.0/ugcpic/9604b9c54ed7cae610b39a34b36dce41801628.png
钟爱鲜花（桃源街店）,鲜花,,,深圳市,15927342127/15827630655,,https://p0.meituan.net/440.0/dpdeal/e562e9789f64fc97161ac2d099fb63fa47791.jpg
新原野花艺（西丽店）,鲜花,,,深圳市,13312892487,,https://p0.meituan.net/440.0/dpmerchantalbum/35d6eb25e828a720ae1fc9bf950f29b7318433.jpg
左花787店,鲜花,,,深圳市,13798331202,,https://p1.meituan.net/440.0/dpdeal/3bf1e9118e2c64b4bd31b4677050dabb449056.jpg
花冠鲜花（深圳晶彩鲜花店）,鲜花,,,深圳市,18820276060,,https://p1.meituan.net/440.0/dpmerchantalbum/f5efc6142c46f972537637e36d33187f320947.jpg
贝特猫鲜花店（沙河西路店）,鲜花,,,深圳市,400-168-1957,,https://p1.meituan.net/440.0/dpdeal/e51bff389e4eddf9dcd1e0716b0b76e0122673.jpg
晶彩鲜花,鲜花,,,深圳市,18588964465/18820276060,,https://p0.meituan.net/440.0/dpmerchantalbum/c48fd98796579a7f6fa9bc2615cbc84d299716.jpg
甜蜜花坊（南山店）,鲜花,,,深圳市,18529076232,,https://p1.meituan.net/440.0/dpmerchantalbum/e36ff134996625025d836127f1f8a6c5107170.jpg
七七花艺,鲜花,,,深圳市,13026682189,,https://p0.meituan.net/440.0/dpdeal/dc14641026a266b8c111e6b60fc226c4301653.jpg
鹿过花开,鲜花,,,深圳市,13928455102,,https://p1.meituan.net/440.0/dpmerchantalbum/e272f00cfd746f5e587735045ff5bd07327148.jpg
天马座花艺（西丽店）,鲜花,,,深圳市,400-865-8182,,https://p1.meituan.net/440.0/deal/9114c404cece9f705327f58c810a3cf197261.jpg
花之意鲜花（西丽店）,鲜花,,,深圳市,13714412506,,https://p0.meituan.net/440.0/mogu/6cb2e9c964cee39181f19bc56622f53a21968.jpg
檀薇初品鲜花（留仙店）,鲜花,,,深圳市,13686441206/18566771060,,https://p1.meituan.net/440.0/deal/d227dbafe7ad2891b7ee4852a5ea9b57333684.jpg
倾心FLORA（西丽店）,鲜花,,,深圳市,18565722028,,https://p0.meituan.net/440.0/merchantpic/3bf463b8a181bc03721d4583ff395635607404.jpg
丽石鲜花（文光店）,鲜花,,,深圳市,400-690-7520/18676377558,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
思丽卡鲜花（南蓉大酒店店）,鲜花,,,深圳市,0755-25326149/13632794653,,https://p0.meituan.net/440.0/poi/7ae39c95574f1c48044dc699f198212169632.jpg
澜馨花语（志顺店）,鲜花,,,深圳市,0755-22900658/18824610269,,https://p1.meituan.net/440.0/deal/5145f051322dcecf54af3b70a425d3c8318204.jpg
伊家花艺（南山西丽店）,鲜花,,,深圳市,15011936829/13073065949,,https://p0.meituan.net/440.0/deal/632106264aed341ce85daef76d78ae3d36978.jpg
亦心花艺（塘朗店）,鲜花,,,深圳市,400-965-9520,,https://p0.meituan.net/440.0/poi/e6fbdba1857c3e74c9d797968ac6f0da79872.jpg
野兽派鲜花蛋糕连锁店（西丽店）,鲜花,,,深圳市,400-638-5520/15623055731,,https://p0.meituan.net/440.0/deal/231d61c7f749546c0fb8f4d997c9bae3112727.jpg
绿韵花艺鲜花店（龙井村店）,鲜花,,,深圳市,400-870-0900,,https://p0.meituan.net/440.0/dpmerchantalbum/96837a09739082b9ba47a08d1432b4f7305016.jpg
绿韵花艺鲜花店（沙河西路店）,鲜花,,,深圳市,400-870-0900,,https://p0.meituan.net/440.0/dpmerchantalbum/96837a09739082b9ba47a08d1432b4f7305016.jpg
贝特猫鲜花店（塘朗新村店）,鲜花,,,深圳市,400-168-1957,,https://p0.meituan.net/440.0/dpdeal/bbc82cf014d07dc5bf66aa83a41b0d5f87592.jpg
花意坊花店,鲜花,,,深圳市,13828899650,,https://p1.meituan.net/440.0/dpdeal/a8b5e6a42b60d7eaa832b80735dd05dd521728.jpg
钟爱鲜花（爱美丽店）,鲜花,,,深圳市,15927342127/15827630655,,https://p0.meituan.net/440.0/dpmerchantalbum/0e2164c0d25dc018fe9eb3bf87478bf11057820.png
贝特猫鲜花店（新围村店）,鲜花,,,深圳市,400-168-1957,,https://p1.meituan.net/440.0/dpdeal/234bcb5d346b2c5419773d7f3b83604272601.jpg
亦心花艺（西丽店）,鲜花,,,深圳市,400-965-9520,,https://p0.meituan.net/440.0/mogu/df7829fd66d89134bf67c2e89f9817a0133234.jpg
花有缘鲜花（南山店）,鲜花,,,深圳市,18475633365,,https://p0.meituan.net/440.0/dpmerchantalbum/70b37be353a4c3f0d17a73d0c032febd177687.jpg
爱朵朵鲜花（南山店）,鲜花,,,深圳市,15817317051,,https://p0.meituan.net/440.0/dpmerchantalbum/3bf5bbd51da04541dda461adff607eb3121984.jpg
遇见花店（南山2店）,鲜花,,,深圳市,13798513847,,https://p1.meituan.net/440.0/dpmerchantalbum/63b19cc12b4a986ba2131d50219e2a17121727.jpg
